ExperimentName,Category,Subject,SPIKYCON,Block,con_inc,Picture1,Picture2,same_diff,Slide3.ACC,Slide3.RT,typefoil,typetarget,Sound
spikeycons12_extracols,Medium,Medium22,S8,1,i,p1.bmp,px2.bmp,d,0,3934,p,px,kag
spikeycons12_extracols,Medium,Medium22,S8,1,i,rx1.bmp,px2.bmp,d,0,1523,px,rx,lan
spikeycons12_extracols,Medium,Medium22,S8,1,i,px2.bmp,r2.bmp,s,0,2688,r,px,kag
spikeycons12_extracols,Medium,Medium22,S8,1,c,r3.bmp,r1.bmp,s,1,2101,r,r,wor
spikeycons12_extracols,Medium,Medium22,S8,1,i,rx3.bmp,rx2.bmp,s,0,2088,rx,rx,rin
spikeycons12_extracols,Medium,Medium22,S8,1,i,r2.bmp,rx2.bmp,d,0,878,r,rx,now
spikeycons12_extracols,Medium,Medium22,S8,1,c,p2.bmp,p1.bmp,s,1,3040,p,p,kib
spikeycons12_extracols,Medium,Medium22,S8,1,c,rx3.bmp,r2.bmp,d,1,1815,rx,r,mun
spikeycons12_extracols,Medium,Medium22,S8,1,c,r1.bmp,px3.bmp,s,0,1585,px,r,wor
spikeycons12_extracols,Medium,Medium22,S8,1,c,p1.bmp,r1.bmp,d,1,2387,r,p,kib
spikeycons12_extracols,Medium,Medium22,S8,1,c,p3.bmp,px1.bmp,d,1,1077,px,p,ped
spikeycons12_extracols,Medium,Medium22,S8,1,i,rx1.bmp,p3.bmp,s,1,1382,p,rx,lan
spikeycons12_extracols,Medium,Medium22,S8,1,i,px1.bmp,rx2.bmp,d,1,1925,rx,px,teg
spikeycons12_extracols,Medium,Medium22,S8,1,c,p3.bmp,r3.bmp,d,1,1404,p,r,wem
spikeycons12_extracols,Medium,Medium22,S8,1,i,px1.bmp,px3.bmp,s,0,2966,px,px,tub
spikeycons12_extracols,Medium,Medium22,S8,1,c,rx1.bmp,p2.bmp,s,1,2320,rx,p,bik
spikeycons12_extracols,Medium,Medium22,S8,1,i,rx3.bmp,p1.bmp,s,1,668,p,rx,rin
spikeycons12_extracols,Medium,Medium22,S8,1,i,rx3.bmp,rx2.bmp,s,1,1726,rx,rx,now
spikeycons12_extracols,Medium,Medium22,S8,1,c,p2.bmp,r3.bmp,d,1,610,p,r,wem
spikeycons12_extracols,Medium,Medium22,S8,1,c,rx3.bmp,p3.bmp,s,0,540,rx,p,ped
spikeycons12_extracols,Medium,Medium22,S8,1,c,rx1.bmp,r1.bmp,d,1,235,rx,r,wor
spikeycons12_extracols,Medium,Medium22,S8,1,c,p2.bmp,px2.bmp,d,0,1062,px,p,bik
spikeycons12_extracols,Medium,Medium22,S8,1,i,px3.bmp,rx2.bmp,d,0,1021,px,rx,now
spikeycons12_extracols,Medium,Medium22,S8,1,c,r2.bmp,px1.bmp,s,0,264,px,r,mun
spikeycons12_extracols,Medium,Medium22,S8,1,i,rx1.bmp,r2.bmp,d,1,2597,r,rx,lan
spikeycons12_extracols,Medium,Medium22,S8,1,i,px2.bmp,rx1.bmp,d,1,4572,rx,px,kag
spikeycons12_extracols,Medium,Medium22,S8,1,c,r3.bmp,p1.bmp,d,1,502,r,p,kib
spikeycons12_extracols,Medium,Medium22,S8,1,c,p2.bmp,p3.bmp,s,1,3589,p,p,ped
spikeycons12_extracols,Medium,Medium22,S8,1,i,px1.bmp,px3.bmp,s,1,936,px,px,teg
spikeycons12_extracols,Medium,Medium22,S8,1,i,px1.bmp,p1.bmp,d,1,425,p,px,teg
spikeycons12_extracols,Medium,Medium22,S8,1,i,px3.bmp,r1.bmp,s,0,1198,r,px,tub
spikeycons12_extracols,Medium,Medium22,S8,1,c,r1.bmp,r3.bmp,s,1,1569,r,r,wem
spikeycons12_extracols,Medium,Medium22,S8,1,c,r2.bmp,px2.bmp,s,1,2343,px,r,mun
spikeycons12_extracols,Medium,Medium22,S8,1,i,px3.bmp,rx2.bmp,d,1,2075,rx,px,tub
spikeycons12_extracols,Medium,Medium22,S8,1,c,r3.bmp,p2.bmp,d,1,705,r,p,bik
spikeycons12_extracols,Medium,Medium22,S8,1,c,p3.bmp,r1.bmp,d,0,1508,p,r,wor
spikeycons12_extracols,Medium,Medium22,S8,1,i,rx2.bmp,p2.bmp,s,0,4585,p,rx,now
spikeycons12_extracols,Medium,Medium22,S8,1,i,rx2.bmp,rx1.bmp,s,0,499,rx,rx,lan
spikeycons12_extracols,Medium,Medium22,S8,1,i,px2.bmp,px1.bmp,s,1,449,px,px,kag
spikeycons12_extracols,Medium,Medium22,S8,1,i,r3.bmp,rx3.bmp,d,0,857,r,rx,rin
spikeycons12_extracols,Medium,Medium22,S8,1,i,px3.bmp,p3.bmp,d,1,427,p,px,tub
spikeycons12_extracols,Medium,Medium22,S8,1,i,px3.bmp,rx3.bmp,d,0,581,px,rx,rin
spikeycons12_extracols,Medium,Medium22,S8,1,c,r3.bmp,rx1.bmp,d,1,692,rx,r,wem
spikeycons12_extracols,Medium,Medium22,S8,1,c,r2.bmp,r1.bmp,s,0,717,r,r,mun
spikeycons12_extracols,Medium,Medium22,S8,1,i,r2.bmp,px1.bmp,s,0,673,r,px,teg
spikeycons12_extracols,Medium,Medium22,S8,1,c,p2.bmp,px2.bmp,d,1,1331,px,p,bik
spikeycons12_extracols,Medium,Medium22,S8,1,c,rx3.bmp,p1.bmp,s,1,498,rx,p,kib
spikeycons12_extracols,Medium,Medium22,S8,1,c,p1.bmp,p3.bmp,s,1,514,p,p,ped
spikeycons12_extracols,Medium,Medium22,S8,2,i,p1.bmp,px2.bmp,d,1,1925,p,px,kag
spikeycons12_extracols,Medium,Medium22,S8,2,i,px2.bmp,r2.bmp,s,1,458,r,px,kag
spikeycons12_extracols,Medium,Medium22,S8,2,i,rx1.bmp,px2.bmp,d,1,391,px,rx,lan
spikeycons12_extracols,Medium,Medium22,S8,2,c,rx3.bmp,r2.bmp,d,1,1563,rx,r,mun
spikeycons12_extracols,Medium,Medium22,S8,2,c,r1.bmp,px3.bmp,s,0,534,px,r,wor
spikeycons12_extracols,Medium,Medium22,S8,2,c,p2.bmp,p1.bmp,s,1,1768,p,p,kib
spikeycons12_extracols,Medium,Medium22,S8,2,i,px1.bmp,rx2.bmp,d,0,1342,rx,px,teg
spikeycons12_extracols,Medium,Medium22,S8,2,i,r2.bmp,rx2.bmp,d,1,787,r,rx,now
spikeycons12_extracols,Medium,Medium22,S8,2,i,rx3.bmp,rx2.bmp,s,1,2407,rx,rx,rin
spikeycons12_extracols,Medium,Medium22,S8,2,c,p3.bmp,r3.bmp,d,0,391,p,r,wem
spikeycons12_extracols,Medium,Medium22,S8,2,c,p1.bmp,r1.bmp,d,1,1608,r,p,kib
spikeycons12_extracols,Medium,Medium22,S8,2,c,p3.bmp,px1.bmp,d,1,287,px,p,ped
spikeycons12_extracols,Medium,Medium22,S8,2,i,px1.bmp,px3.bmp,s,0,2232,px,px,tub
spikeycons12_extracols,Medium,Medium22,S8,2,c,rx1.bmp,p2.bmp,s,1,1275,rx,p,bik
spikeycons12_extracols,Medium,Medium22,S8,2,c,r3.bmp,r1.bmp,s,1,614,r,r,wor
spikeycons12_extracols,Medium,Medium22,S8,2,i,rx1.bmp,p3.bmp,s,1,404,p,rx,lan
spikeycons12_extracols,Medium,Medium22,S8,2,i,rx3.bmp,p1.bmp,s,0,3144,p,rx,rin
spikeycons12_extracols,Medium,Medium22,S8,2,i,px1.bmp,p1.bmp,d,1,1593,p,px,teg
spikeycons12_extracols,Medium,Medium22,S8,2,c,rx1.bmp,r1.bmp,d,1,3598,rx,r,wor
spikeycons12_extracols,Medium,Medium22,S8,2,c,rx3.bmp,p3.bmp,s,1,1404,rx,p,ped
spikeycons12_extracols,Medium,Medium22,S8,2,c,r2.bmp,px1.bmp,s,1,1647,px,r,mun
spikeycons12_extracols,Medium,Medium22,S8,2,c,p2.bmp,r3.bmp,d,0,1192,p,r,wem
spikeycons12_extracols,Medium,Medium22,S8,2,c,p2.bmp,p3.bmp,s,1,137,p,p,ped
spikeycons12_extracols,Medium,Medium22,S8,2,i,rx1.bmp,r2.bmp,d,1,421,r,rx,lan
spikeycons12_extracols,Medium,Medium22,S8,2,i,px2.bmp,rx1.bmp,d,0,798,rx,px,kag
spikeycons12_extracols,Medium,Medium22,S8,2,i,rx3.bmp,rx2.bmp,s,0,1919,rx,rx,now
spikeycons12_extracols,Medium,Medium22,S8,2,c,r1.bmp,r3.bmp,s,1,997,r,r,wem
spikeycons12_extracols,Medium,Medium22,S8,2,c,p2.bmp,px2.bmp,d,1,381,px,p,bik
spikeycons12_extracols,Medium,Medium22,S8,2,i,px1.bmp,px3.bmp,s,1,1740,px,px,teg
spikeycons12_extracols,Medium,Medium22,S8,2,i,px3.bmp,rx2.bmp,d,0,5752,px,rx,now
spikeycons12_extracols,Medium,Medium22,S8,2,i,px3.bmp,r1.bmp,s,0,797,r,px,tub
spikeycons12_extracols,Medium,Medium22,S8,2,c,r3.bmp,p1.bmp,d,0,2320,r,p,kib
spikeycons12_extracols,Medium,Medium22,S8,2,c,r3.bmp,p2.bmp,d,1,529,r,p,bik
spikeycons12_extracols,Medium,Medium22,S8,2,i,r3.bmp,rx3.bmp,d,0,3517,r,rx,rin
spikeycons12_extracols,Medium,Medium22,S8,2,i,px3.bmp,rx3.bmp,d,0,442,px,rx,rin
spikeycons12_extracols,Medium,Medium22,S8,2,i,r2.bmp,px1.bmp,s,1,1307,r,px,teg
spikeycons12_extracols,Medium,Medium22,S8,2,c,r2.bmp,px2.bmp,s,1,301,px,r,mun
spikeycons12_extracols,Medium,Medium22,S8,2,c,r2.bmp,r1.bmp,s,0,720,r,r,mun
spikeycons12_extracols,Medium,Medium22,S8,2,c,p1.bmp,p3.bmp,s,1,461,p,p,ped
spikeycons12_extracols,Medium,Medium22,S8,2,i,px2.bmp,px1.bmp,s,1,2556,px,px,kag
spikeycons12_extracols,Medium,Medium22,S8,2,i,px3.bmp,rx2.bmp,d,1,1692,rx,px,tub
spikeycons12_extracols,Medium,Medium22,S8,2,i,rx2.bmp,rx1.bmp,s,1,1210,rx,rx,lan
spikeycons12_extracols,Medium,Medium22,S8,2,c,p2.bmp,px2.bmp,d,1,111,px,p,bik
spikeycons12_extracols,Medium,Medium22,S8,2,i,rx2.bmp,p2.bmp,s,1,633,p,rx,now
spikeycons12_extracols,Medium,Medium22,S8,2,c,r3.bmp,rx1.bmp,d,1,2070,rx,r,wem
spikeycons12_extracols,Medium,Medium22,S8,2,i,px3.bmp,p3.bmp,d,1,1384,p,px,tub
spikeycons12_extracols,Medium,Medium22,S8,2,c,p3.bmp,r1.bmp,d,1,891,p,r,wor
spikeycons12_extracols,Medium,Medium22,S8,2,c,rx3.bmp,p1.bmp,s,0,2463,rx,p,kib
spikeycons12_extracols,Medium,Medium22,S8,3,c,p1.bmp,r1.bmp,d,1,1253,r,p,kib
spikeycons12_extracols,Medium,Medium22,S8,3,i,rx3.bmp,rx2.bmp,s,1,501,rx,rx,rin
spikeycons12_extracols,Medium,Medium22,S8,3,c,rx3.bmp,r2.bmp,d,1,382,rx,r,mun
spikeycons12_extracols,Medium,Medium22,S8,3,c,p3.bmp,r3.bmp,d,1,645,p,r,wem
spikeycons12_extracols,Medium,Medium22,S8,3,i,p1.bmp,px2.bmp,d,1,3229,p,px,kag
spikeycons12_extracols,Medium,Medium22,S8,3,i,px1.bmp,px3.bmp,s,1,402,px,px,tub
spikeycons12_extracols,Medium,Medium22,S8,3,i,r2.bmp,rx2.bmp,d,0,113,r,rx,now
spikeycons12_extracols,Medium,Medium22,S8,3,i,rx1.bmp,px2.bmp,d,1,943,px,rx,lan
spikeycons12_extracols,Medium,Medium22,S8,3,i,px1.bmp,rx2.bmp,d,1,2038,rx,px,teg
spikeycons12_extracols,Medium,Medium22,S8,3,i,rx1.bmp,p3.bmp,s,1,540,p,rx,lan
spikeycons12_extracols,Medium,Medium22,S8,3,c,p3.bmp,px1.bmp,d,0,2464,px,p,ped
spikeycons12_extracols,Medium,Medium22,S8,3,c,r3.bmp,r1.bmp,s,1,1436,r,r,wor
spikeycons12_extracols,Medium,Medium22,S8,3,c,r1.bmp,px3.bmp,s,1,734,px,r,wor
spikeycons12_extracols,Medium,Medium22,S8,3,c,p2.bmp,p1.bmp,s,0,2298,p,p,kib
spikeycons12_extracols,Medium,Medium22,S8,3,i,px2.bmp,r2.bmp,s,0,1152,r,px,kag
spikeycons12_extracols,Medium,Medium22,S8,3,c,rx1.bmp,p2.bmp,s,1,2807,rx,p,bik
spikeycons12_extracols,Medium,Medium22,S8,3,c,p2.bmp,p3.bmp,s,0,1119,p,p,ped
spikeycons12_extracols,Medium,Medium22,S8,3,i,px1.bmp,px3.bmp,s,1,2853,px,px,teg
spikeycons12_extracols,Medium,Medium22,S8,3,i,px1.bmp,p1.bmp,d,1,254,p,px,teg
spikeycons12_extracols,Medium,Medium22,S8,3,c,p2.bmp,px2.bmp,d,1,1059,px,p,bik
spikeycons12_extracols,Medium,Medium22,S8,3,c,r2.bmp,px1.bmp,s,1,289,px,r,mun
spikeycons12_extracols,Medium,Medium22,S8,3,i,rx3.bmp,p1.bmp,s,0,684,p,rx,rin
spikeycons12_extracols,Medium,Medium22,S8,3,i,rx1.bmp,r2.bmp,d,1,700,r,rx,lan
spikeycons12_extracols,Medium,Medium22,S8,3,i,px2.bmp,rx1.bmp,d,1,461,rx,px,kag
spikeycons12_extracols,Medium,Medium22,S8,3,c,rx1.bmp,r1.bmp,d,0,862,rx,r,wor
spikeycons12_extracols,Medium,Medium22,S8,3,i,px3.bmp,r1.bmp,s,0,1232,r,px,tub
spikeycons12_extracols,Medium,Medium22,S8,3,c,r1.bmp,r3.bmp,s,1,1545,r,r,wem
spikeycons12_extracols,Medium,Medium22,S8,3,c,rx3.bmp,p3.bmp,s,0,2028,rx,p,ped
spikeycons12_extracols,Medium,Medium22,S8,3,i,px3.bmp,rx2.bmp,d,0,1709,px,rx,now
spikeycons12_extracols,Medium,Medium22,S8,3,c,p2.bmp,r3.bmp,d,1,782,p,r,wem
spikeycons12_extracols,Medium,Medium22,S8,3,i,rx3.bmp,rx2.bmp,s,0,4601,rx,rx,now
spikeycons12_extracols,Medium,Medium22,S8,3,c,r3.bmp,p1.bmp,d,1,999,r,p,kib
spikeycons12_extracols,Medium,Medium22,S8,3,c,p1.bmp,p3.bmp,s,1,2071,p,p,ped
spikeycons12_extracols,Medium,Medium22,S8,3,c,rx3.bmp,p1.bmp,s,0,3541,rx,p,kib
spikeycons12_extracols,Medium,Medium22,S8,3,i,px3.bmp,rx3.bmp,d,0,1854,px,rx,rin
spikeycons12_extracols,Medium,Medium22,S8,3,c,r2.bmp,r1.bmp,s,1,302,r,r,mun
spikeycons12_extracols,Medium,Medium22,S8,3,c,p2.bmp,px2.bmp,d,1,505,px,p,bik
spikeycons12_extracols,Medium,Medium22,S8,3,c,r3.bmp,p2.bmp,d,1,659,r,p,bik
spikeycons12_extracols,Medium,Medium22,S8,3,c,r2.bmp,px2.bmp,s,1,42,px,r,mun
spikeycons12_extracols,Medium,Medium22,S8,3,c,r3.bmp,rx1.bmp,d,1,293,rx,r,wem
spikeycons12_extracols,Medium,Medium22,S8,3,i,px3.bmp,rx2.bmp,d,0,1566,rx,px,tub
spikeycons12_extracols,Medium,Medium22,S8,3,i,px2.bmp,px1.bmp,s,1,279,px,px,kag
spikeycons12_extracols,Medium,Medium22,S8,3,i,r3.bmp,rx3.bmp,d,0,1813,r,rx,rin
spikeycons12_extracols,Medium,Medium22,S8,3,i,rx2.bmp,rx1.bmp,s,1,432,rx,rx,lan
spikeycons12_extracols,Medium,Medium22,S8,3,c,p3.bmp,r1.bmp,d,1,2674,p,r,wor
spikeycons12_extracols,Medium,Medium22,S8,3,i,r2.bmp,px1.bmp,s,1,2645,r,px,teg
spikeycons12_extracols,Medium,Medium22,S8,3,i,rx2.bmp,p2.bmp,s,1,718,p,rx,now
spikeycons12_extracols,Medium,Medium22,S8,3,i,px3.bmp,p3.bmp,d,1,650,p,px,tub
spikeycons12_extracols,Medium,Medium22,S8,4,i,rx3.bmp,rx2.bmp,s,0,1057,rx,rx,rin
spikeycons12_extracols,Medium,Medium22,S8,4,i,r2.bmp,rx2.bmp,d,1,1260,r,rx,now
spikeycons12_extracols,Medium,Medium22,S8,4,i,rx1.bmp,p3.bmp,s,1,309,p,rx,lan
spikeycons12_extracols,Medium,Medium22,S8,4,c,p3.bmp,r3.bmp,d,1,1001,p,r,wem
spikeycons12_extracols,Medium,Medium22,S8,4,c,r3.bmp,r1.bmp,s,1,1139,r,r,wor
spikeycons12_extracols,Medium,Medium22,S8,4,c,p1.bmp,r1.bmp,d,1,469,r,p,kib
spikeycons12_extracols,Medium,Medium22,S8,4,c,rx1.bmp,p2.bmp,s,1,475,rx,p,bik
spikeycons12_extracols,Medium,Medium22,S8,4,i,px1.bmp,px3.bmp,s,0,614,px,px,tub
spikeycons12_extracols,Medium,Medium22,S8,4,i,p1.bmp,px2.bmp,d,1,837,p,px,kag
spikeycons12_extracols,Medium,Medium22,S8,4,i,px2.bmp,r2.bmp,s,1,1009,r,px,kag
spikeycons12_extracols,Medium,Medium22,S8,4,i,rx1.bmp,px2.bmp,d,1,175,px,rx,lan
spikeycons12_extracols,Medium,Medium22,S8,4,i,px1.bmp,rx2.bmp,d,0,2432,rx,px,teg
spikeycons12_extracols,Medium,Medium22,S8,4,c,p3.bmp,px1.bmp,d,0,488,px,p,ped
spikeycons12_extracols,Medium,Medium22,S8,4,c,rx3.bmp,r2.bmp,d,1,1577,rx,r,mun
spikeycons12_extracols,Medium,Medium22,S8,4,c,p2.bmp,p1.bmp,s,1,973,p,p,kib
spikeycons12_extracols,Medium,Medium22,S8,4,c,r1.bmp,px3.bmp,s,1,2477,px,r,wor
spikeycons12_extracols,Medium,Medium22,S8,4,c,p2.bmp,r3.bmp,d,1,1478,p,r,wem
spikeycons12_extracols,Medium,Medium22,S8,4,i,rx1.bmp,r2.bmp,d,1,216,r,rx,lan
spikeycons12_extracols,Medium,Medium22,S8,4,i,rx3.bmp,rx2.bmp,s,0,2057,rx,rx,now
spikeycons12_extracols,Medium,Medium22,S8,4,c,r3.bmp,p1.bmp,d,1,807,r,p,kib
spikeycons12_extracols,Medium,Medium22,S8,4,c,r1.bmp,r3.bmp,s,0,2476,r,r,wem
spikeycons12_extracols,Medium,Medium22,S8,4,c,r2.bmp,px1.bmp,s,1,80,px,r,mun
spikeycons12_extracols,Medium,Medium22,S8,4,i,px3.bmp,r1.bmp,s,1,2628,r,px,tub
spikeycons12_extracols,Medium,Medium22,S8,4,i,px3.bmp,rx2.bmp,d,1,940,px,rx,now
spikeycons12_extracols,Medium,Medium22,S8,4,c,p2.bmp,px2.bmp,d,1,184,px,p,bik
spikeycons12_extracols,Medium,Medium22,S8,4,c,rx3.bmp,p3.bmp,s,0,1362,rx,p,ped
spikeycons12_extracols,Medium,Medium22,S8,4,i,rx3.bmp,p1.bmp,s,0,1132,p,rx,rin
spikeycons12_extracols,Medium,Medium22,S8,4,i,px2.bmp,rx1.bmp,d,1,1242,rx,px,kag
spikeycons12_extracols,Medium,Medium22,S8,4,i,px1.bmp,px3.bmp,s,1,1225,px,px,teg
spikeycons12_extracols,Medium,Medium22,S8,4,i,px1.bmp,p1.bmp,d,1,1990,p,px,teg
spikeycons12_extracols,Medium,Medium22,S8,4,c,p2.bmp,p3.bmp,s,0,497,p,p,ped
spikeycons12_extracols,Medium,Medium22,S8,4,c,rx1.bmp,r1.bmp,d,0,701,rx,r,wor
spikeycons12_extracols,Medium,Medium22,S8,4,i,r2.bmp,px1.bmp,s,1,1677,r,px,teg
spikeycons12_extracols,Medium,Medium22,S8,4,i,r3.bmp,rx3.bmp,d,1,1963,r,rx,rin
spikeycons12_extracols,Medium,Medium22,S8,4,i,px2.bmp,px1.bmp,s,1,245,px,px,kag
spikeycons12_extracols,Medium,Medium22,S8,4,c,r3.bmp,rx1.bmp,d,1,995,rx,r,wem
spikeycons12_extracols,Medium,Medium22,S8,4,c,p1.bmp,p3.bmp,s,1,934,p,p,ped
spikeycons12_extracols,Medium,Medium22,S8,4,c,p3.bmp,r1.bmp,d,1,1194,p,r,wor
spikeycons12_extracols,Medium,Medium22,S8,4,c,r2.bmp,r1.bmp,s,1,134,r,r,mun
spikeycons12_extracols,Medium,Medium22,S8,4,c,p2.bmp,px2.bmp,d,1,459,px,p,bik
spikeycons12_extracols,Medium,Medium22,S8,4,c,r2.bmp,px2.bmp,s,1,407,px,r,mun
spikeycons12_extracols,Medium,Medium22,S8,4,i,rx2.bmp,rx1.bmp,s,1,437,rx,rx,lan
spikeycons12_extracols,Medium,Medium22,S8,4,i,rx2.bmp,p2.bmp,s,1,441,p,rx,now
spikeycons12_extracols,Medium,Medium22,S8,4,i,px3.bmp,rx3.bmp,d,0,1944,px,rx,rin
spikeycons12_extracols,Medium,Medium22,S8,4,c,r3.bmp,p2.bmp,d,1,203,r,p,bik
spikeycons12_extracols,Medium,Medium22,S8,4,i,px3.bmp,p3.bmp,d,1,378,p,px,tub
spikeycons12_extracols,Medium,Medium22,S8,4,c,rx3.bmp,p1.bmp,s,1,735,rx,p,kib
spikeycons12_extracols,Medium,Medium22,S8,4,i,px3.bmp,rx2.bmp,d,1,1131,rx,px,tub
spikeycons12_extracols,Medium,Medium4,S2,1,c,p1.bmp,r1.bmp,d,1,6559,r,p,tub
spikeycons12_extracols,Medium,Medium4,S2,1,c,rx3.bmp,r2.bmp,d,1,1531,rx,r,wem
spikeycons12_extracols,Medium,Medium4,S2,1,i,r2.bmp,rx2.bmp,d,1,1057,r,rx,now
spikeycons12_extracols,Medium,Medium4,S2,1,c,r3.bmp,r1.bmp,s,1,1193,r,r,wor
spikeycons12_extracols,Medium,Medium4,S2,1,i,rx3.bmp,rx2.bmp,s,1,2229,rx,rx,ren
spikeycons12_extracols,Medium,Medium4,S2,1,i,p1.bmp,px2.bmp,d,1,419,p,px,dup
spikeycons12_extracols,Medium,Medium4,S2,1,i,rx1.bmp,px2.bmp,d,1,1131,px,rx,nim
spikeycons12_extracols,Medium,Medium4,S2,1,c,r1.bmp,px3.bmp,s,1,1712,px,r,wor
spikeycons12_extracols,Medium,Medium4,S2,1,i,px1.bmp,px3.bmp,s,1,1896,px,px,bik
spikeycons12_extracols,Medium,Medium4,S2,1,c,rx1.bmp,p2.bmp,s,1,1967,rx,p,gat
spikeycons12_extracols,Medium,Medium4,S2,1,i,rx1.bmp,p3.bmp,s,1,3404,p,rx,nim
spikeycons12_extracols,Medium,Medium4,S2,1,c,p2.bmp,p1.bmp,s,0,1487,p,p,tub
spikeycons12_extracols,Medium,Medium4,S2,1,c,p3.bmp,r3.bmp,d,1,3360,p,r,lan
spikeycons12_extracols,Medium,Medium4,S2,1,i,px2.bmp,r2.bmp,s,1,1984,r,px,dup
spikeycons12_extracols,Medium,Medium4,S2,1,i,px1.bmp,rx2.bmp,d,0,744,rx,px,kib
spikeycons12_extracols,Medium,Medium4,S2,1,c,p3.bmp,px1.bmp,d,0,757,px,p,teg
spikeycons12_extracols,Medium,Medium4,S2,1,i,px1.bmp,px3.bmp,s,1,1195,px,px,kib
spikeycons12_extracols,Medium,Medium4,S2,1,c,rx1.bmp,r1.bmp,d,0,2722,rx,r,wor
spikeycons12_extracols,Medium,Medium4,S2,1,c,p2.bmp,r3.bmp,d,0,991,p,r,lan
spikeycons12_extracols,Medium,Medium4,S2,1,i,rx3.bmp,rx2.bmp,s,0,3577,rx,rx,now
spikeycons12_extracols,Medium,Medium4,S2,1,i,rx3.bmp,p1.bmp,s,0,415,p,rx,ren
spikeycons12_extracols,Medium,Medium4,S2,1,c,rx3.bmp,p3.bmp,s,0,1380,rx,p,teg
spikeycons12_extracols,Medium,Medium4,S2,1,i,px3.bmp,rx2.bmp,d,1,908,px,rx,now
spikeycons12_extracols,Medium,Medium4,S2,1,i,rx1.bmp,r2.bmp,d,0,1194,r,rx,nim
spikeycons12_extracols,Medium,Medium4,S2,1,c,r1.bmp,r3.bmp,s,0,3026,r,r,lan
spikeycons12_extracols,Medium,Medium4,S2,1,i,px1.bmp,p1.bmp,d,1,550,p,px,kib
spikeycons12_extracols,Medium,Medium4,S2,1,i,px3.bmp,r1.bmp,s,1,1778,r,px,bik
spikeycons12_extracols,Medium,Medium4,S2,1,i,px2.bmp,rx1.bmp,d,1,811,rx,px,dup
spikeycons12_extracols,Medium,Medium4,S2,1,c,r2.bmp,px1.bmp,s,1,2503,px,r,wem
spikeycons12_extracols,Medium,Medium4,S2,1,c,r3.bmp,p1.bmp,d,0,1637,r,p,tub
spikeycons12_extracols,Medium,Medium4,S2,1,c,p2.bmp,px2.bmp,d,0,1112,px,p,gat
spikeycons12_extracols,Medium,Medium4,S2,1,c,p2.bmp,p3.bmp,s,0,1278,p,p,teg
spikeycons12_extracols,Medium,Medium4,S2,1,c,r2.bmp,r1.bmp,s,1,1803,r,r,wem
spikeycons12_extracols,Medium,Medium4,S2,1,i,px3.bmp,rx3.bmp,d,1,1273,px,rx,ren
spikeycons12_extracols,Medium,Medium4,S2,1,i,px2.bmp,px1.bmp,s,1,514,px,px,dup
spikeycons12_extracols,Medium,Medium4,S2,1,i,r3.bmp,rx3.bmp,d,0,486,r,rx,ren
spikeycons12_extracols,Medium,Medium4,S2,1,i,r2.bmp,px1.bmp,s,0,2234,r,px,kib
spikeycons12_extracols,Medium,Medium4,S2,1,i,px3.bmp,p3.bmp,d,1,973,p,px,bik
spikeycons12_extracols,Medium,Medium4,S2,1,c,rx3.bmp,p1.bmp,s,1,270,rx,p,tub
spikeycons12_extracols,Medium,Medium4,S2,1,c,p1.bmp,p3.bmp,s,0,827,p,p,teg
spikeycons12_extracols,Medium,Medium4,S2,1,c,p3.bmp,r1.bmp,d,0,1664,p,r,wor
spikeycons12_extracols,Medium,Medium4,S2,1,c,r3.bmp,rx1.bmp,d,1,2211,rx,r,lan
spikeycons12_extracols,Medium,Medium4,S2,1,c,r3.bmp,p2.bmp,d,1,721,r,p,gat
spikeycons12_extracols,Medium,Medium4,S2,1,c,r2.bmp,px2.bmp,s,1,1126,px,r,wem
spikeycons12_extracols,Medium,Medium4,S2,1,i,rx2.bmp,rx1.bmp,s,0,2204,rx,rx,nim
spikeycons12_extracols,Medium,Medium4,S2,1,i,rx2.bmp,p2.bmp,s,0,666,p,rx,now
spikeycons12_extracols,Medium,Medium4,S2,1,c,p2.bmp,px2.bmp,d,1,1551,px,p,gat
spikeycons12_extracols,Medium,Medium4,S2,1,i,px3.bmp,rx2.bmp,d,1,1868,rx,px,bik
spikeycons12_extracols,Medium,Medium4,S2,2,c,r3.bmp,r1.bmp,s,0,1543,r,r,wor
spikeycons12_extracols,Medium,Medium4,S2,2,i,px2.bmp,r2.bmp,s,0,695,r,px,dup
spikeycons12_extracols,Medium,Medium4,S2,2,c,rx3.bmp,r2.bmp,d,0,1513,rx,r,wem
spikeycons12_extracols,Medium,Medium4,S2,2,i,px1.bmp,px3.bmp,s,0,1195,px,px,bik
spikeycons12_extracols,Medium,Medium4,S2,2,c,r1.bmp,px3.bmp,s,1,2243,px,r,wor
spikeycons12_extracols,Medium,Medium4,S2,2,i,rx1.bmp,px2.bmp,d,0,1480,px,rx,nim
spikeycons12_extracols,Medium,Medium4,S2,2,c,p3.bmp,px1.bmp,d,1,686,px,p,teg
spikeycons12_extracols,Medium,Medium4,S2,2,i,rx3.bmp,rx2.bmp,s,0,818,rx,rx,ren
spikeycons12_extracols,Medium,Medium4,S2,2,i,rx1.bmp,p3.bmp,s,1,1121,p,rx,nim
spikeycons12_extracols,Medium,Medium4,S2,2,c,p3.bmp,r3.bmp,d,1,644,p,r,lan
spikeycons12_extracols,Medium,Medium4,S2,2,c,p1.bmp,r1.bmp,d,1,2911,r,p,tub
